source_file,original,s1,assumption,preprocessed,canonical
first_file.json,"-5\,z + 1 = 2\,z-5","7\,z = -6",\textrm{wahr},1 - 5*z=2*z - 5,6 - 7*z
first_file.json,"-5\,z + 1 = 2\,z-5","7\,z = -6",\textrm{wahr},1 - 5*z=2*z - 5,6 - 7*z
first_file.json,"3\,c + 1 = -c + m",c = \frac{m + 1}{4},\textrm{wahr},3*c + 1=-c + m,4*c - m + 1
first_file.json,"3\,c + 1 = -c + m",4 + 1 = m,\textrm{wahr},3*c + 1=-c + m,4*c - m + 1
first_file.json,"4 = 3\,d + 4\,\nu","o = 3\,d-4 + 4\,\nu",\textrm{wahr},4=3*d + 4*nu,-3*d - 4*nu + 4
first_file.json,"o = 3\,d-4 + 4\,\nu","-4\,\nu = 3\,d-4",\textrm{wahr},o=4*nu + (3*d - 4),-3*d - 4*nu + o + 4
first_file.json,"4 = 3\,d + 4\,v","o = 3\,d-4 + 4\,v",\textrm{wahr},4=3*d + 4*v,-3*d - 4*v + 4
first_file.json,"o = 3\,d-4 + 4\,v","-4\,v = 3\,d-4",\textrm{wahr},o=4*v + (3*d - 4),-3*d + o - 4*v + 4
first_file.json,"4 = 3\,d + 4\,v","o = 3\,d + 4 + 4\,v",\textrm{wahr},4=3*d + 4*v,-3*d - 4*v + 4
first_file.json,"o = 3\,d + 4 + 4\,v","-4\,v = 3\,d + 4",\textrm{wahr},o=4*v + (3*d + 4),-3*d + o - 4*v - 4
first_file.json,"4 = 3\,d + 4\,v","o = 3\,d + 4\,v-4",\textrm{wahr},4=3*d + 4*v,-3*d - 4*v + 4
first_file.json,"o = 3\,d + 4\,v-4","-4\,v = 3\,d-4",\textrm{wahr},o=(3*d + 4*v) - 4,-3*d + o - 4*v + 4
first_file.json,"d\,m-d\,x-x = m","m = \frac{(d + 1)\,x}{d}-1",\left( m\neq x\right) \wedge \left( d\neq 1\right),-x + (d*m - d*x)=m,d*m - d*x - m - x
first_file.json,r-4 = 12,\left( r-4 = -\sqrt{12}\right) \vee \left( r-4 = \sqrt{12}\right),\textrm{wahr},r - 4=12,r - 16
first_file.json,"d\,m-d\,x-x = m","m = \frac{(d + 1)\,x}{d-1}",\left( m\neq x\right) \wedge \left( d\neq 1\right),-x + (d*m - d*x)=m,d*m - d*x - m - x
first_file.json,"d\,m-d\,x-x = m","-d\,x-\frac{x}{d\,m} = \frac{m}{d\,m}",\left( m\neq x\right) \wedge \left( d\neq 1\right),-x + (d*m - d*x)=m,d*m - d*x - m - x
first_file.json,"d\,m-d\,x-x = m","\frac{-d\,x-x}{d\,m} = \frac{m}{d\,m}",\left( m\neq x\right) \wedge \left( d\neq 1\right),-x + (d*m - d*x)=m,d*m - d*x - m - x
first_file.json,"2\,f + 1 = 3\,f + 3\,\left|-3\,f\right| -1",-f = 2,\textrm{wahr},2*f + 1=3*f + 3,-f - 2
first_file.json,"2\,f + 1 = 3\,f + 3","2\,f + 1 = 3\,f + 3\,\left|-3\,f\right| -1",\textrm{wahr},2*f + 1=3*f + 3,-f - 2
first_file.json,"2\,f + 1 = 3\,f + 3\,\left|-3\,f\right| -1",-f = 2,\textrm{wahr},2*f + 1=3*f + 3,-f - 2
first_file.json,"-w + 5 = -4\,w + 3\,l","3\,w + 5 = 3\,L",\textrm{wahr},5 - w=3*l - 4*w,-3*l + 3*w + 5
first_file.json,"3\,w + 5 = 3\,L",w + 1.66667 = l,\textrm{wahr},3*w + 5=3*L,-3*L + 3*w + 5
first_file.json,"x + 4 = -x-5\,o","0 = 4 + 5\,o",\textrm{wahr},x + 4=-5*o - x,5*o + 2*x + 4
first_file.json,"x + 4 = -x-5\,o","x + x = 5\,o-4",\textrm{wahr},x + 4=-5*o - x,5*o + 2*x + 4
first_file.json,"4\,p + 4 = -3\,p-2\,s","p = -2\,s-4",\textrm{wahr},4*p + 4=-3*p - 2*s,7*p + 2*s + 4
first_file.json,"8\,c = 5-p",c = 1.6-p,\textrm{wahr},8*c=5 - p,8*c + p - 5
first_file.json,"-5\,c + 5 = 3\,c + p","-8\,c = -5\,p",\textrm{wahr},5 - 5*c=3*c + p,-8*c - p + 5
first_file.json,b-\frac{3}{2} = \frac{3}{2},\left( b-\frac{3}{2} = -\sqrt{\frac{3}{2}}\right) \vee \left( b-\frac{3}{2} = +\sqrt{\frac{3}{2}}\right),\textrm{wahr},b - 3/2=3/2,b - 3
first_file.json,b-\frac{3}{2} = \frac{3}{2},\left( b-\frac{3}{2} = -\sqrt{\frac{3}{2}}\right) \vee \left( b-\frac{3}{2} = +\sqrt{\frac{3}{2}}\right),\textrm{wahr},b - 3/2=3/2,b - 3
first_file.json,"2\,p = -5-q",p = -2,\textrm{wahr},2*p=-q - 5,2*p + q + 5
first_file.json,g + \frac{\frac{13}{6}}{2} = -\frac{59}{12},\left( g + \frac{\frac{13}{6}}{2} = -\sqrt{\frac{59}{12}}\right) \vee \left( g + \frac{\frac{13}{6}}{2} = +\sqrt{\frac{59}{12}}\right),\textrm{wahr},g + (13/6)/2=-59/12,g + 6
first_file.json,"-3\,g-2 = 0","-2\,g-3 = 0",\textrm{wahr},-3*g - 2=0,-3*g - 2
first_file.json,"7\,z = 3\,s + 5","z = \frac{7}{3}\,s + 5",\textrm{wahr},7*z=3*s + 5,-3*s + 7*z - 5
first_file.json,"7\,z = 3\,s + 5","z = \frac{3}{7}\,s + 5",\textrm{wahr},7*z=3*s + 5,-3*s + 7*z - 5
first_file.json,"2\,p = -9\,r-5",p = -\frac{9}{2}-\frac{5}{2},\textrm{wahr},2*p=-9*r - 5,2*p + 9*r + 5
first_file.json,"8\,l-1 = 5\,z","\frac{5}{8}\,l-\frac{1}{5} = z",\textrm{wahr},8*l - 1=5*z,8*l - 5*z - 1
first_file.json,"2\,p = -9\,r-5",p = -\frac{9}{2}-\frac{5}{2},\textrm{wahr},2*p=-9*r - 5,2*p + 9*r + 5
first_file.json,"-3\,w = 5\,u + 3",w = -\frac{5}{3}-1,\textrm{wahr},-3*w=5*u + 3,-5*u - 3*w - 3
first_file.json,"-2\,x + 2 = x + 2",\textrm{falsch},\left( x\neq -1\right) \wedge \left( x\neq -2\right),2 - 2*x=x + 2,-3*x
first_file.json,-x = 0,\textrm{falsch},\left( x\neq -1\right) \wedge \left( x\neq -2\right),-x=0,-x
first_file.json,-x = 0,\textrm{falsch},\left( x\neq -1\right) \wedge \left( x\neq -2\right),-x=0,-x
first_file.json,"-9\,d = -2\,q-4","d = -\frac{2}{9}\,q + \frac{4}{9}",\textrm{wahr},-9*d=-2*q - 4,-9*d + 2*q + 4
first_file.json,w = l-\frac{5}{3},"-\big(l-1,675\big) = -4\,\big(l-1,67\big) + 3\,l",\textrm{wahr},w=l - 5/3,-l + w + 5/3
first_file.json,"-8\,s = -r-2","4\,s = \frac{r}{2}",\textrm{wahr},-8*s=-r - 2,r - 8*s + 2
first_file.json,"r\,(2-3) = 0","r = 0\,v \cdot 2-3 = 0",\textrm{wahr},r(-3 + 2)=0,r(-1)
first_file.json,"3\,r + 2 = 2\,x","1.5\,r = x",\textrm{wahr},3*r + 2=2*x,3*r - 2*x + 2
first_file.json,"-t + 1 = 3\,t-2\,g","-4\,t + 1 = 2\,g",\textrm{wahr},1 - t=-2*g + 3*t,2*g - 4*t + 1
first_file.json,"-2\,t + \frac{1}{2} = g",g = -2 + \frac{1}{2},\textrm{wahr},-2*t + 1/2=g,-g - 2*t + 1/2
first_file.json,"-t + 1 = 3\,t-2\,g","-4\,t + 1 = 2\,g",\textrm{wahr},1 - t=-2*g + 3*t,2*g - 4*t + 1
first_file.json,"-5\,t + 2 = 5\,t + 5\,g","-5\,g = -10\,t + 2",\textrm{wahr},2 - 5*t=5*g + 5*t,-5*g - 10*t + 2
first_file.json,"2\,f + 1 = 3\,f + 3","2\,f + 1 = 3\,f + 3\,\left|-3\,f\right| -1",\textrm{wahr},2*f + 1=3*f + 3,-f - 2
first_file.json,"2\,f + 1 = 3\,f + 3\,\left|-3\,f\right| -1",-f = 2,\textrm{wahr},2*f + 1=3*f + 3,-f - 2
first_file.json,"n + 1 = -2\,n + a","3\,n = a + 1",\textrm{wahr},n + 1=a - 2*n,-a + 3*n + 1
first_file.json,"-2\,x-4 = x + 1","-3 = 3\,x",\left( x\neq -1\right) \wedge \left( x\neq -2\right),-2*x - 4=x + 1,-3*x - 5
first_file.json,-1 = x,\textrm{falsch},\left( x\neq -1\right) \wedge \left( x\neq -2\right),-1=x,-x - 1
first_file.json,"-2\,x-4 = -x-1","-3 = -3\,x",\left( x\neq -1\right) \wedge \left( x\neq -2\right),-2*x - 4=-x - 1,-x - 3
first_file.json,1 = x,\textrm{falsch},\left( x\neq -1\right) \wedge \left( x\neq -2\right),1=x,1 - x
first_file.json,-3 = x,\textrm{falsch},\left( x\neq -1\right) \wedge \left( x\neq -2\right),-3=x,-x - 3
first_file.json,-3 = x,\textrm{falsch},\left( x\neq -1\right) \wedge \left( x\neq -2\right),-3=x,-x - 3
first_file.json,-3 = x,\textrm{falsch},\left( x\neq -1\right) \wedge \left( x\neq -2\right),-3=x,-x - 3
first_file.json,x = -3,\textrm{falsch},\left( x\neq -1\right) \wedge \left( x\neq -2\right),x=-3,x + 3
first_file.json,x = -3,\textrm{wahr},\left( x\neq -1\right) \wedge \left( x\neq -2\right),x=-3,x + 3
first_file.json,"-3\,x + 3 = -5\,x + 10","2\,x = -7",\left( x\neq 2\right) \wedge \left( x\neq 1\right),3 - 3*x=10 - 5*x,2*x - 7
first_file.json,"1\,(x-1) = -1\,(x + 2)","x-1 = -2\,x-2",\left( x\neq -2\right) \wedge \left( x\neq 1\right),1*(x - 1)=-(x + 2),2*x + 1
first_file.json,"x-1 = -2\,x-2","3\,x = 1",\left( x\neq -2\right) \wedge \left( x\neq 1\right),x - 1=-2*x - 2,3*x + 1
first_file.json,x-1 = -x-2,0 = 1,\left( x\neq -2\right) \wedge \left( x\neq 1\right),x - 1=-x - 2,2*x + 1
first_file.json,"-z + 2 = -5\,z + 2\,y","-4\,z = -2\,y-2",\textrm{wahr},2 - z=2*y - 5*z,-2*y + 4*z + 2
first_file.json,"-z + 2 = -5\,z + 2\,y","-4\,z = 2\,y-2",\textrm{wahr},2 - z=2*y - 5*z,-2*y + 4*z + 2
first_file.json,0 = o,\textrm{wahr},x\neq 4,0=o,-o
first_file.json,0 = o,\textrm{wahr},x\neq 4,0=o,-o
first_file.json,"-4\,x-8-5\,x + 1\,o = 0","-9\,x + 2 = 0",\left( x\neq 2\right) \wedge \left( x\neq -2\right),1*o + (-5*x + (-4*x - 8))=0,o - 9*x - 8
first_file.json,"-4\,(x + 2)-5\,(x-2) = 0","-4\,x-8-5\,x + 1\,o = 0",\left( x\neq 2\right) \wedge \left( x\neq -2\right),-5*(x - 2) - 4*(x + 2)=0,2 - 9*x
first_file.json,"-4\,(x + 2)-5\,(x-2) = 0","-4\,x-8-5\,x + 1\,o = 0",\left( x\neq 2\right) \wedge \left( x\neq -2\right),-5*(x - 2) - 4*(x + 2)=0,2 - 9*x
first_file.json,"-4\,x-8-5\,x + 1\,o = 0","-9\,x + 2 = 0",\left( x\neq 2\right) \wedge \left( x\neq -2\right),1*o + (-5*x + (-4*x - 8))=0,o - 9*x - 8
first_file.json,"-4\,x-8-5\,x + 1\,o = 0","-9\,x + 2 = 0",\left( x\neq 2\right) \wedge \left( x\neq -2\right),1*o + (-5*x + (-4*x - 8))=0,o - 9*x - 8
first_file.json,"-4\,x + 2-5\,(x-2) = 0","-4\,x-8-5\,x + 1\,o = 0",\left( x\neq 2\right) \wedge \left( x\neq -2\right),(2 - 4*x) - 5*(x - 2)=0,12 - 9*x
first_file.json,"-4\,x-8-5\,(x-2) = 0","-4\,x-8-5\,x + 1\,o = 0",\left( x\neq 2\right) \wedge \left( x\neq -2\right),(-4*x - 8) - 5*(x - 2)=0,2 - 9*x
first_file.json,"-4\,x-8-5\,x + 1\,o = 0","-9\,x + 2 = 0",\left( x\neq 2\right) \wedge \left( x\neq -2\right),1*o + (-5*x + (-4*x - 8))=0,o - 9*x - 8
first_file.json,"5\,r-4 = 3\,x","5\,r-\frac{4}{3} = x",\textrm{wahr},5*r - 4=3*x,5*r - 3*x - 4
first_file.json,"5\,x + 5 = x-1","4\,x = 4",\left( x\neq 1\right) \wedge \left( x\neq -1\right),5*x + 5=x - 1,4*x + 6
first_file.json,"-3\,a + 2 = 2\,a-4\,p","5\,a + 2 = 4\,p",\textrm{wahr},2 - 3*a=2*a - 4*p,-5*a + 4*p + 2
first_file.json,"5\,x + 5 = -x + 1","4\,x = -4",\left( x\neq 1\right) \wedge \left( x\neq -1\right),5*x + 5=1 - x,6*x + 4
first_file.json,"-3\,a + 2 = 2\,a-4\,p","5\,a + 2 = 4\,p",\textrm{wahr},2 - 3*a=2*a - 4*p,-5*a + 4*p + 2
first_file.json,"3\,c + 4 = -c-1\,\left|+c\right| -4","4\,c = -5",\textrm{wahr},3*c + 4=-c - 1,4*c + 5
first_file.json,"5\,m = 4\,h + 3","m = \frac{4}{5}\,h + \frac{3}{4}",\textrm{wahr},5*m=4*h + 3,-4*h + 5*m - 3
first_file.json,"3\,x + 6-5\,(x-1) = 0","3\,x + 6-5\,x + 5 = o",\left( x\neq 1\right) \wedge \left( x\neq -2\right),-5*(x - 1) + (3*x + 6)=0,11 - 2*x
first_file.json,"3\,x + 6-5\,x + 5 = o","-2\,x + 11 = 0",\left( x\neq 1\right) \wedge \left( x\neq -2\right),(-5*x + (3*x + 6)) + 5=o,-o - 2*x + 11
first_file.json,"5\,x + 5 + 2\,x-6 = 0","7\,x-1 = o",\left( x\neq 3\right) \wedge \left( x\neq -1\right),(2*x + (5*x + 5)) - 6=0,7*x - 1
first_file.json,"7\,x-1 = o","7\,x = 1",\left( x\neq 3\right) \wedge \left( x\neq -1\right),7*x - 1=o,-o + 7*x - 1
first_file.json,"-3\,a + 2 = 2\,a-4\,p","-5\,a + 2 = 4\,p",\textrm{wahr},2 - 3*a=2*a - 4*p,-5*a + 4*p + 2
first_file.json,"-5\,a + 2 = 4\,p","-\frac{5\,a + 2}{4} = p",\textrm{wahr},2 - 5*a=4*p,-5*a - 4*p + 2
first_file.json,"-3\,a + 2 = 2\,a-4\,p","4\,p = -5\,a + 2",\textrm{wahr},2 - 3*a=2*a - 4*p,-5*a + 4*p + 2
first_file.json,"6\,u-5 = -5\,q","6\,u = q",\textrm{wahr},6*u - 5=-5*q,5*q + 6*u - 5
first_file.json,"6\,u-5 = -5\,q","6\,\frac{u-5}{-5} = q",\textrm{wahr},6*u - 5=-5*q,5*q + 6*u - 5
first_file.json,"\frac{6\,u-5}{-5} = q","q = 6\,u",\textrm{wahr},(6*u - 5)/(-5)=q,-q - 6*u/5 + 1
first_file.json,"-2\,w + 1 = 4\,w + 4\,q","6\,w = 4\,q-1",\textrm{wahr},1 - 2*w=4*q + 4*w,-4*q - 6*w + 1
first_file.json,"-4\,m = -4",m^{2} = 1,\textrm{wahr},-4*m=-4,4 - 4*m
first_file.json,m = 1,m_0 = 1,\textrm{wahr},m=1,m - 1
first_file.json,"-q-2 = 3\,q + 1","-4\,q = 2",\textrm{wahr},-q - 2=3*q + 1,-4*q - 3
first_file.json,"-h-1 = h + 3\,o","3\,o = 2\,h + 1",\textrm{wahr},-h - 1=h + 3*o,-2*h - 3*o - 1
first_file.json,"0 = 2\,h + 3\,o + 1","3\,o = 2\,h + 1",\textrm{wahr},0=(2*h + 3*o) + 1,-2*h - 3*o - 1
first_file.json,"0 = 2\,h + 3\,o + 1","3\,o = 2\,h + 1",\textrm{wahr},0=(2*h + 3*o) + 1,-2*h - 3*o - 1
first_file.json,"0 = 2\,h + 3\,o + 1","3\,o = 2\,h + 1",\textrm{wahr},0=(2*h + 3*o) + 1,-2*h - 3*o - 1
first_file.json,"0 = 2\,h + 3\,o + 1","3\,o = 2\,h + 1",\textrm{wahr},0=(2*h + 3*o) + 1,-2*h - 3*o - 1
first_file.json,y = -2,\mathbb{L} = \left\{-2\right\},\textrm{wahr},y=-2,y + 2
first_file.json,y = -2,\mathbb{L} = \left\{-2\right\},\textrm{wahr},y=-2,y + 2
first_file.json,"5\,c-1 = a",\textrm{wahr},\textrm{wahr},5*c - 1=a,-a + 5*c - 1
first_file.json,"-g + 5 = g-4\,x","+4\,x + 5 = 2\,g-5",\textrm{wahr},5 - g=g - 4*x,-2*g + 4*x + 5
first_file.json,"+4\,x + 5 = 2\,g-5","x = 0.5\,g-\frac{5}{4}",\textrm{wahr},4*x + 5=2*g - 5,-2*g + 4*x + 10
first_file.json,"-3\,x-14 = 0","-14 = -3\,x",\left( x\neq -2\right) \wedge \left( x\neq 2\right),-3*x - 14=0,-3*x - 14
first_file.json,"-3\,x-14 = 0","-14 = 0-3\,x",\left( x\neq -2\right) \wedge \left( x\neq 2\right),-3*x - 14=0,-3*x - 14
first_file.json,"-3\,x-6\,(x + 3)-3 = 0","-3\,x-3 = 0",\left( x\neq -3\right) \wedge \left( x\neq -2\right),(-3*x - 6*(x + 3)) - 3=0,-9*x - 21
first_file.json,"-3\,x + 6\,(x + 3)-3 = 0","-3\,x-3 = 0",\left( x\neq -3\right) \wedge \left( x\neq -2\right),(-3*x + 6*(x + 3)) - 3=0,3*x + 15
first_file.json,"5\,u + 1 = -3\,u + y","8\,u + 1 = y-y",\textrm{wahr},5*u + 1=-3*u + y,8*u - y + 1
first_file.json,"8\,u + 1 = y-y","8\,u = y-1",\textrm{wahr},8*u + 1=-y + y,8*u + 1
first_file.json,"3\,x + 9 = -x + 3","4\,x = -12",\left( x\neq -3\right) \wedge \left( x\neq 3\right),3*x + 9=3 - x,4*x + 6
first_file.json,"-5\,x-10 = 4\,x + 4",x = -14,\left( x\neq -1\right) \wedge \left( x\neq -2\right),-5*x - 10=4*x + 4,-9*x - 14
first_file.json,"3\,x + 9 = -x + 3","4\,x = -12",\left( x\neq -3\right) \wedge \left( x\neq 3\right),3*x + 9=3 - x,4*x + 6
first_file.json,x = -3,\textrm{falsch},\left( x\neq -3\right) \wedge \left( x\neq 3\right),x=-3,x + 3
first_file.json,"-2\,c + 2 = 2\,c + w","2\,c + 2 = w",\textrm{wahr},2 - 2*c=2*c + w,-4*c - w + 2
first_file.json,"-2\,c + 2 = 2\,c + w",2 = w,\textrm{wahr},2 - 2*c=2*c + w,-4*c - w + 2
first_file.json,"4\,g + 24\,g + 32 = 0","g^{2} + 6\,g + 8 = 0",\textrm{wahr},(4*g + 24*g) + 32=0,28*g + 32
first_file.json,"4\,g + 24\,g + 32 = 0","g^{2} + 6\,g + 8 = 0",\textrm{wahr},(4*g + 24*g) + 32=0,28*g + 32
first_file.json,"3\,t-5 = 4\,t-5",-t = o,\textrm{wahr},3*t - 5=4*t - 5,-t
first_file.json,-t = o,t = 0,\textrm{wahr},-t=o,-o - t
first_file.json,"3\,t-5 = 4\,t-5",-t = o,\textrm{wahr},3*t - 5=4*t - 5,-t
first_file.json,-t = o,t = 0,\textrm{wahr},-t=o,-o - t
first_file.json,"3\,t-5 = 4\,t-5",-t = o,\textrm{wahr},3*t - 5=4*t - 5,-t
first_file.json,-t = o,t = 0,\textrm{wahr},-t=o,-o - t
first_file.json,"5\,q + 3 = -4\,q + w",q = w-3,\textrm{wahr},5*q + 3=-4*q + w,9*q - w + 3
first_file.json,x = 0,\textrm{falsch},\left( x\neq -2\right) \wedge \left( x\neq 1\right),x=0,x
first_file.json,"4\,w + 5\,c = 3\,c + 2","4\,w = 2\,c + 2",\textrm{wahr},5*c + 4*w=3*c + 2,2*c + 4*w - 2
first_file.json,"4\,w = 2\,c + 2","w = \frac{1}{2}\,c + 1",\textrm{wahr},4*w=2*c + 2,-2*c + 4*w - 2
first_file.json,"-5\,u-4 = 2\,u + 5","-7\,u-4 = 2\,u + 5",\textrm{wahr},-5*u - 4=2*u + 5,-7*u - 9
first_file.json,"-7\,u-4 = 2\,u + 5",u = -\frac{9}{7},\textrm{wahr},-7*u - 4=2*u + 5,-9*u - 9
first_file.json,"4\,x-5 = 4\,z","z = \overline{x}^{\frac{5}{4}}\,\left( \frac{5}{4}\right)^{z}",\textrm{wahr},4*x - 5=4*z,4*x - 4*z - 5
first_file.json,-m = -7 + w,m = 7 + w,\textrm{wahr},-m=w - 7,-m - w + 7
first_file.json,"3\,y-5 = -4\,y-n",y-5 = -n,\textrm{wahr},3*y - 5=-n - 4*y,n + 7*y - 5
first_file.json,-y-5 = n,n = -y + 5,\textrm{wahr},-y - 5=n,-n - y - 5
first_file.json,y-5 = -n,-y-5 = n,\textrm{wahr},y - 5=-n,n + y - 5
first_file.json,"-2\,x-4 = 0",x = 2,\left( x\neq 3\right) \wedge \left( x\neq 1\right),-2*x - 4=0,-2*x - 4
first_file.json,\mathbb{L} = \left\{\frac{7}{3}\right\},"D = \mathbb{R} \setminus \left\{1,2\right\}",\left( x\neq 2\right) \wedge \left( x\neq 1\right),L*mathbb=7/3,L*mathbb - 7/3
first_file.json,"3\,y + 2 = -4\,y + 5\,v","7\,y = 5\,v + 2",\textrm{wahr},3*y + 2=5*v - 4*y,-5*v + 7*y + 2
first_file.json,"3\,y + 2 = -4\,y + 5\,v","7\,y = 5\,v + 2",\textrm{wahr},3*y + 2=5*v - 4*y,-5*v + 7*y + 2
first_file.json,a + 4 = \sqrt{1},\left( a = -\sqrt{1-4}\right) \vee \left( a = +\sqrt{1-4}\right),\textrm{wahr},a + 4=sqrt(1),a + 3
first_file.json,6 = o,\textrm{falsch},\left( x\neq 1\right) \wedge \left( x\neq -2\right),6=o,6 - o
first_file.json,6 = o,\textrm{falsch},\left( x\neq 1\right) \wedge \left( x\neq -2\right),6=o,6 - o
first_file.json,"a\,x + b\,x = -c","4\,a^{2}\,x^{2} + 4\,a\,b\,x = -4\,a\,c","\left( a > 0\right) \wedge \left( c < \frac{b^{2}}{4\,a}\right)",a*x + b*x=-c,c + x*(a + b)
first_file.json,"2\,a\,x + b^{2} = b^{2}-4\,a\,c","\left( x = \frac{-b + \sqrt{b^{2}-4\,a\,c}}{2\,a}\right) \vee \left( x = \frac{-b-\sqrt{b^{2}-4\,a\,c}}{2\,a}\right)","\left( a > 0\right) \wedge \left( c < \frac{b^{2}}{4\,a}\right)",2*(a*x) + b**2=b**2 - 4*a*c,4*a*c + 2*a*x
first_file.json,"2\,a\,x + b^{2} = b^{2}-4\,a\,c","\left( x = \frac{-b + \sqrt{b^{2}-4\,a\,c}}{2\,a}\right) \vee \left( x = \frac{-b-\sqrt{b^{2}-4\,a\,c}}{2\,a}\right)","\left( a > 0\right) \wedge \left( c < \frac{b^{2}}{4\,a}\right)",2*(a*x) + b**2=b**2 - 4*a*c,4*a*c + 2*a*x
first_file.json,"-5\,g + 5 = 4\,g-o","o = 9\,g + 5",\textrm{wahr},5 - 5*g=4*g - o,-9*g + o + 5
first_file.json,"-9\,g + 5 = -o","o = 9\,g + 5",\textrm{wahr},5 - 9*g=-o,-9*g + o + 5
first_file.json,t-2 = o,t = 2,\textrm{wahr},t - 2=o,-o + t - 2
first_file.json,"2\,a = -5 + h",a = -\frac{5 + h}{a},\textrm{wahr},2*a=h - 5,2*a - h + 5
first_file.json,"2\,a = -5 + h",a = -\frac{5 + h}{2},\textrm{wahr},2*a=h - 5,2*a - h + 5
first_file.json,"2\,a = -5 + h",a = h-\frac{5}{2},\textrm{wahr},2*a=h - 5,2*a - h + 5
first_file.json,"2\,a = -5 + h",a = h-\frac{5}{2},\textrm{wahr},2*a=h - 5,2*a - h + 5
first_file.json,a = -5,b = -5,\textrm{wahr},a=-5,a + 5
first_file.json,a + b = -10,"a\,b = -(-25) = 25",\textrm{wahr},a + b=-10,a + b + 10
first_file.json,"-a = 2\,o + 3","a = -2\,o + 3",\textrm{wahr},-a=2*o + 3,-a - 2*o - 3
first_file.json,"-3\,m-3 = 5\,m + 5\,r","-8-3 = 5\,r",\textrm{wahr},-3*m - 3=5*m + 5*r,-8*m - 5*r - 3
first_file.json,"-8-3 = 5\,r","-8\,m = 5\,r + 3",\textrm{wahr},-8 - 3=5*r,-5*r - 11
first_file.json,"-3\,m-3 = 5\,m + 5\,r","m = -8-3 = 5\,r",\textrm{wahr},-3*m - 3=5*m + 5*r,-8*m - 5*r - 3
first_file.json,"-8\,m = 5\,r + 3","+8\,m = 5\,r-3",\textrm{wahr},-8*m=5*r + 3,-8*m - 5*r - 3
first_file.json,"x + 2 = \frac{4\,x-12}{-3}","3\,x + 6 = -4\,x-(+12)",\left( x\neq -2\right) \wedge \left( x\neq 3\right),x + 2=(4*x - 12)/(-3),7*x/3 - 2
first_file.json,"x + 2 = \frac{4\,x-12}{-3}","3\,x + 6 = -4\,x-(+12)",\left( x\neq -2\right) \wedge \left( x\neq 3\right),x + 2=(4*x - 12)/(-3),7*x/3 - 2
first_file.json,"3\,x + 6 = -4\,x-(+12)","7\,x = +6",\left( x\neq -2\right) \wedge \left( x\neq 3\right),3*x + 6=-4*x - 12,7*x + 18
first_file.json,"3\,x + 6 = 4\,x-12","18 = +7\,x",\left( x\neq -2\right) \wedge \left( x\neq 3\right),3*x + 6=4*x - 12,18 - x
first_file.json,"3\,x + 6 = 4\,x-12","18 = +7\,x",\left( x\neq -2\right) \wedge \left( x\neq 3\right),3*x + 6=4*x - 12,18 - x
first_file.json,"-3\,x-6 = 4\,x-12","18 = +7\,x",\left( x\neq -2\right) \wedge \left( x\neq 3\right),-3*x - 6=4*x - 12,6 - 7*x
first_file.json,\frac{x-1}{5}-\frac{x + 1}{4} = 0,"4\,x-4-5\,x + 5 = 0",\left( x\neq 1\right) \wedge \left( x\neq -1\right),(x - 1)/5 - (x + 1)/4=0,-x/20 - 9/20
first_file.json,-x + 1 = 0,x = -1,\left( x\neq 1\right) \wedge \left( x\neq -1\right),1 - x=0,1 - x
first_file.json,\frac{x-1}{5}-\frac{x + 1}{4} = 0,"4\,x-4-\frac{5\,x + 5}{4} = 0",\left( x\neq 1\right) \wedge \left( x\neq -1\right),(x - 1)/5 - (x + 1)/4=0,-x/20 - 9/20
first_file.json,"4\,x-4-\frac{5\,x + 5}{4} = 0","4\,x-4-5\,x + 5 = 0",\left( x\neq 1\right) \wedge \left( x\neq -1\right),(4*x - 4) - (5*x + 5)/4=0,11*x/4 - 21/4
first_file.json,-x + 1 = 0,x = -1,\left( x\neq 1\right) \wedge \left( x\neq -1\right),1 - x=0,1 - x
first_file.json,"x-1-\frac{5\,x + 5}{4} = 0","4\,x-4-5\,x + 5 = 0",\left( x\neq 1\right) \wedge \left( x\neq -1\right),(x - 1) - (5*x + 5)/4=0,-x/4 - 9/4
